"","X0.5","X1.0","X1.5","X2.0","X2.5","X3.0","X3.5","X4.0","X4.5","X5.0","X5.5","X6.0","X6.5","X7.0","X7.5","X8.0","X8.5","X9.0","X9.5","X10.0","X10.5","X11.0","X11.5","X12.0","X12.5","X13.0","X13.5","X14.0","X14.5","X15.0","X15.5","X16.0","X16.5","X17.0","X17.5","X18.0","X18.5","X19.0","X19.5","X20.0","X20.5","X21.0","X21.5","X22.0","X22.5","X23.0","X23.5","X0.0","X0.5","X1.0","X1.5","X2.0","X2.5","X3.0","X3.5","X4.0","X4.5","X5.0","X5.5","X6.0","X6.5","X7.0","X7.5","X8.0","X8.5","X9.0","X9.5","X10.0","X10.5","X11.0","X11.5","X12.0","X12.5","X13.0","X13.5","X14.0","X14.5","X15.0","X15.5","X16.0","X16.5","X17.0","X17.5","X18.0","X18.5","X19.0","X19.5","X20.0","X20.5","X21.0","X21.5","X22.0","X22.5","X23.0","X23.5","X0.0"
10,42.8,42.9666666666667,45,43.5,43.6666666666667,43.8666666666667,44.0333333333333,44.4,44.5666666666667,44.7666666666667,44.9,45.0333333333333,41.8,34.5666666666667,33,32.0333333333333,31.5666666666667,31.3666666666667,31.2333333333333,31.7666666666667,31.9333333333333,31.3,35.3,30.6,30.1333333333333,30.1,30.4333333333333,30.4,30.3333333333333,29.9,30.0666666666667,29.9,40,31.0333333333333,33.0666666666667,36.0666666666667,36.3333333333333,36.6333333333333,37,37.6,37.9666666666667,37.9666666666667,41.9,38.8666666666667,39.0333333333333,39.5666666666667,40.5,41.4666666666667,42.8,42.9666666666667,43.1666666666667,43.5,43.5,43.8666666666667,44.0333333333333,44.4,44.5666666666667,44.7666666666667,44.9,45.0333333333333,38.8333333333333,34.5666666666667,41.1,32.0333333333333,31.5666666666667,31.3666666666667,31.2333333333333,31.7666666666667,31.9333333333333,31.3,30.5,30.6,37.9,30.1,30.4333333333333,30.4,30.3333333333333,29.9,30.0666666666667,29.9,30.6,31.0333333333333,44.2,36.0666666666667,36.3333333333333,36.6333333333333,37,37.6,37.9666666666667,37.9666666666667,38.6333333333333,38.8666666666667,44.9,39.5666666666667,40.5,41.4666666666667
11,41.5666666666667,41.9666666666667,42.3,42.6,42.6666666666667,42.5666666666667,42.8666666666667,42.9666666666667,43.1666666666667,43.1666666666667,43.2333333333333,43.3666666666667,39.5,35.1666666666667,34,34.1333333333333,34.5,34.4666666666667,34.2666666666667,34.5,34.7,33.2666666666667,37.8,32.4,32.8666666666667,33,33.6,33.4,33.1,32.7333333333333,33.0333333333333,32.9,41.2,33.2666666666667,34.8333333333333,36.3333333333333,36.6,36.9333333333333,37.1333333333333,37.4333333333333,37.6333333333333,37.8,41.4,38.5,38.6,38.6666666666667,39.2666666666667,39.7333333333333,41.5666666666667,41.9666666666667,42.2,42.6,41.6,42.5666666666667,42.8666666666667,42.9666666666667,43.1666666666667,43.1666666666667,43.2333333333333,43.3666666666667,39.0666666666667,35.1666666666667,42.2,34.1333333333333,34.5,34.4666666666667,34.2666666666667,34.5,34.7,33.2666666666667,32.1666666666667,32.4,40.8,33,33.6,33.4,33.1,32.7333333333333,33.0333333333333,32.9,33.1333333333333,33.2666666666667,44.6,36.3333333333333,36.6,36.9333333333333,37.1333333333333,37.4333333333333,37.6333333333333,37.8,38.3333333333333,38.5,44.1,38.6666666666667,39.2666666666667,39.7333333333333
12,39.3333333333333,39.8333333333333,41.3,40.6,40.8666666666667,41.1,41.4333333333333,41.7333333333333,42,42,42.2333333333333,42.5333333333333,38.4,31.9,30.4666666666667,30.2333333333333,32.0666666666667,32.6666666666667,32.5333333333333,32.5,32.2,31.5333333333333,33.1,32.5333333333333,32.1333333333333,32.3666666666667,32.8,32.7333333333333,32.7333333333333,32.8,32.5,31.9333333333333,39.7,32.4,33.2333333333333,34.2333333333333,34.4333333333333,34.8,34.9,35.1666666666667,35.2666666666667,35.4666666666667,40.3,36.1666666666667,36.1666666666667,36.0666666666667,36.9333333333333,37.5666666666667,39.3333333333333,39.8333333333333,40.2666666666667,40.6,41.4,41.1,41.4333333333333,41.7333333333333,42,42,42.2333333333333,42.5333333333333,37.9333333333333,31.9,40.4,30.2333333333333,32.0666666666667,32.6666666666667,32.5333333333333,32.5,32.2,31.5333333333333,31.1666666666667,32.5333333333333,38.5,32.3666666666667,32.8,32.7333333333333,32.7333333333333,32.8,32.5,31.9333333333333,32,32.4,42.6,34.2333333333333,34.4333333333333,34.8,34.9,35.1666666666667,35.2666666666667,35.4666666666667,35.8666666666667,36.1666666666667,43.1,36.0666666666667,36.9333333333333,37.5666666666667
13,41.4666666666667,42.1333333333333,44.1,42.9333333333333,43.1666666666667,43.4,43.7333333333333,44.0666666666667,44.4,44.2,44.4666666666667,44.7666666666667,36.8,28.4333333333333,27.0666666666667,28.3,32.0666666666667,33.9333333333333,33.8333333333333,33.5333333333333,32.8333333333333,32.1,35,35.2666666666667,34.9666666666667,36,36.6333333333333,36.7333333333333,36.5,37,36.4,35.6666666666667,43.6,36,35.8333333333333,35.7333333333333,35.7333333333333,36.3333333333333,36.5666666666667,36.6,36.7333333333333,36.8,42.3,37.7666666666667,38.0666666666667,38.8333333333333,39.3,39.6,41.4666666666667,42.1333333333333,42.3,42.9333333333333,43.4,43.4,43.7333333333333,44.0666666666667,44.4,44.2,44.4666666666667,44.7666666666667,35.7333333333333,28.4333333333333,43.5,28.3,32.0666666666667,33.9333333333333,33.8333333333333,33.5333333333333,32.8333333333333,32.1,31.8333333333333,35.2666666666667,41.5,36,36.6333333333333,36.7333333333333,36.5,37,36.4,35.6666666666667,35.7,36,46,35.7333333333333,35.7333333333333,36.3333333333333,36.5666666666667,36.6,36.7333333333333,36.8,37.4,37.7666666666667,44.9,38.8333333333333,39.3,39.6
14,38.4333333333333,38.6666666666667,39,39.1666666666667,39.4333333333333,39.6333333333333,40,40.2666666666667,40.5333333333333,40.9,41.3333333333333,41.5333333333333,36,30.2,28.4333333333333,28.9666666666667,31.7,33.0666666666667,33.1333333333333,32.8666666666667,32.3,31.5333333333333,32.6,33.7666666666667,33.7333333333333,34.4333333333333,35,34.8333333333333,34.7666666666667,34.8333333333333,34.5,33.9666666666667,40.2,34.2333333333333,33.9,33.7666666666667,33.8,33.9333333333333,34.0333333333333,34.1,34.2,34.3666666666667,38.4,34.9666666666667,35.1666666666667,35.4666666666667,35.7,35.9666666666667,38.4333333333333,38.6666666666667,38.9,39.1666666666667,39.6,39.6333333333333,40,40.2666666666667,40.5333333333333,40.9,41.3333333333333,41.5333333333333,35.9,30.2,39.6,28.9666666666667,31.7,33.0666666666667,33.1333333333333,32.8666666666667,32.3,31.5333333333333,31.5666666666667,33.7666666666667,38,34.4333333333333,35,34.8333333333333,34.7666666666667,34.8333333333333,34.5,33.9666666666667,34,34.2333333333333,42.1,33.7666666666667,33.8,33.9333333333333,34.0333333333333,34.1,34.2,34.3666666666667,34.7333333333333,34.9666666666667,41.7,35.4666666666667,35.7,35.9666666666667
15,37.6,37.9,38.0666666666667,38,38.5666666666667,38.7666666666667,39.1,39.3666666666667,39.7,40.1666666666667,40.6666666666667,40.9333333333333,35.5333333333333,32,28.4333333333333,28.2,29.2666666666667,29.4666666666667,29.3,29.0666666666667,28.8,28.5333333333333,28.2333333333333,25.5,29.2666666666667,29.5,29.9666666666667,30,30,30.1333333333333,29.9,29.7333333333333,30.0333333333333,37.1,31.5666666666667,32.6,32.8666666666667,32.9333333333333,33.2333333333333,33.3333333333333,33.4333333333333,33.6333333333333,33.7333333333333,37.6,34.3666666666667,34.7333333333333,34.8333333333333,35.0333333333333,37.6,37.9,38.0666666666667,38.4,38.5666666666667,39,39.1,39.3666666666667,39.7,40.1666666666667,40.6666666666667,40.9333333333333,35.5333333333333,29.8666666666667,28.4333333333333,30.6,29.2666666666667,29.4666666666667,29.3,29.0666666666667,28.8,28.5333333333333,28.2333333333333,29.6333333333333,29.2666666666667,31.6,29.9666666666667,30,30,30.1333333333333,29.9,29.7333333333333,30.0333333333333,30.4666666666667,31.5666666666667,38.8,32.8666666666667,32.9333333333333,33.2333333333333,33.3333333333333,33.4333333333333,33.6333333333333,33.7333333333333,34.1666666666667,34.3666666666667,41.2,34.8333333333333,35.0333333333333
16,40.2666666666667,40.4333333333333,40.6333333333333,40.2,41,41.2333333333333,41.5666666666667,41.9,42.1666666666667,42.7,43.3,43.6333333333333,36.4,33.8,27.2666666666667,27.3666666666667,29.4,30.2333333333333,30.4333333333333,30.8333333333333,30.6333333333333,30.3,30.2333333333333,27.8,31.8333333333333,31.9333333333333,32.4666666666667,32.2333333333333,32.2,32.5333333333333,32.0333333333333,31.8333333333333,31.7,38.8,33.6333333333333,35.0666666666667,35.5333333333333,35.7333333333333,36,36.1,36.2666666666667,36.4,36.8,39.8,37.2,37.4,37.6,37.7,40.2666666666667,40.4333333333333,40.6333333333333,40.8333333333333,41,41.6,41.5666666666667,41.9,42.1666666666667,42.7,43.3,43.6333333333333,36.4,29.0666666666667,27.2666666666667,31,29.4,30.2333333333333,30.4333333333333,30.8333333333333,30.6333333333333,30.3,30.2333333333333,32.0333333333333,31.8333333333333,35.1,32.4666666666667,32.2333333333333,32.2,32.5333333333333,32.0333333333333,31.8333333333333,31.7,32.2333333333333,33.6333333333333,41.1,35.5333333333333,35.7333333333333,36,36.1,36.2666666666667,36.4,36.8,37.0333333333333,37.2,44,37.6,37.7
17,37.3666666666667,37.7,37.9666666666667,37.6,38.3333333333333,38.5666666666667,38.8,39.1,39.4333333333333,40,40.5333333333333,40.8666666666667,31.9,21.4,24.0333333333333,22.8666666666667,21.9666666666667,21.5333333333333,21.8,23.1333333333333,23.7,23.3,22.5,17.3,21.1666666666667,21.0333333333333,21.1333333333333,20.9666666666667,21.2333333333333,21.1666666666667,20.9333333333333,21.1666666666667,21.7,34.6,27.4666666666667,32.0333333333333,32.5333333333333,32.9,33,33.0333333333333,33.1666666666667,33.3333333333333,33.6,36.6,34.0333333333333,34.4333333333333,34.6666666666667,34.8,37.3666666666667,37.7,37.9666666666667,38.1333333333333,38.3333333333333,38.7,38.8,39.1,39.4333333333333,40,40.5333333333333,40.8666666666667,31.9,25.3666666666667,24.0333333333333,19.3,21.9666666666667,21.5333333333333,21.8,23.1333333333333,23.7,23.3,22.5,21.7666666666667,21.1666666666667,27.3,21.1333333333333,20.9666666666667,21.2333333333333,21.1666666666667,20.9333333333333,21.1666666666667,21.7,22.4,27.4666666666667,37.6,32.5333333333333,32.9,33,33.0333333333333,33.1666666666667,33.3333333333333,33.6,33.8333333333333,34.0333333333333,40.5,34.6666666666667,34.8
18,38.4333333333333,38.7333333333333,38.9666666666667,37.9,39.2333333333333,39.4666666666667,39.7666666666667,40,40.4,40.9,41.3666666666667,41.7333333333333,32.7333333333333,24.1,24.3,23.4333333333333,23.5,23.5,23.6666666666667,24.5,24.8333333333333,24.6333333333333,23.9333333333333,18.8,23.0333333333333,23,23.0666666666667,23.0333333333333,22.9333333333333,23.1,23.0333333333333,23.1333333333333,23.4,34.5,27.9,31.9333333333333,32.7666666666667,33.3333333333333,33.6,33.7,33.9,34.0333333333333,34.3666666666667,36.9,34.8333333333333,35.1666666666667,35.1666666666667,35.3333333333333,38.4333333333333,38.7333333333333,38.9666666666667,39.0666666666667,39.2333333333333,39.4,39.7666666666667,40,40.4,40.9,41.3666666666667,41.7333333333333,32.7333333333333,25.6333333333333,24.3,21,23.5,23.5,23.6666666666667,24.5,24.8333333333333,24.6333333333333,23.9333333333333,23.6333333333333,23.0333333333333,28.8,23.0666666666667,23.0333333333333,22.9333333333333,23.1,23.0333333333333,23.1333333333333,23.4,23.9,27.9,37.7,32.7666666666667,33.3333333333333,33.6,33.7,33.9,34.0333333333333,34.3666666666667,34.6333333333333,34.8333333333333,41.8,35.1666666666667,35.3333333333333
19,37.4333333333333,37.9333333333333,38.1666666666667,37.4,38.4666666666667,38.7333333333333,39,39.2333333333333,39.5666666666667,39.9,40.4333333333333,40.7333333333333,34.8666666666667,27.7,26.6666666666667,25.5333333333333,25.0666666666667,24.9333333333333,24.9666666666667,25.4666666666667,25.7333333333333,25.3,24.7666666666667,20.2,24.1333333333333,24.3,24.3666666666667,24.2666666666667,24.3,24.3666666666667,24.0333333333333,24.1333333333333,24.5333333333333,33.3,28.4,31.7333333333333,32.3333333333333,32.7333333333333,32.9333333333333,32.9666666666667,33.0333333333333,33.2333333333333,33.4,36.1,33.9,34.2333333333333,34.5,34.6333333333333,37.4333333333333,37.9333333333333,38.1666666666667,38.3666666666667,38.4666666666667,38.5,39,39.2333333333333,39.5666666666667,39.9,40.4333333333333,40.7333333333333,34.8666666666667,28.0666666666667,26.6666666666667,24,25.0666666666667,24.9333333333333,24.9666666666667,25.4666666666667,25.7333333333333,25.3,24.7666666666667,24.6,24.1333333333333,28.1,24.3666666666667,24.2666666666667,24.3,24.3666666666667,24.0333333333333,24.1333333333333,24.5333333333333,24.9666666666667,28.4,37.4,32.3333333333333,32.7333333333333,32.9333333333333,32.9666666666667,33.0333333333333,33.2333333333333,33.4,33.6666666666667,33.9,40.6,34.5,34.6333333333333
20,38.7333333333333,39.1666666666667,39.5333333333333,39.6666666666667,38.7,40.1,40.4333333333333,40.7666666666667,41.1333333333333,41.6,42.1333333333333,42.5,33.3333333333333,26.2,24.3,23.8333333333333,23.6333333333333,23.0666666666667,22.5333333333333,22.8,23,22.8666666666667,22.1333333333333,22.4,16.5,22.3333333333333,22.4333333333333,22.6333333333333,22.5666666666667,22.9666666666667,22.9,23.1,23.5666666666667,24.2666666666667,33.8,31.4,32.4,33,33.2666666666667,33.4666666666667,33.7,33.8333333333333,34.1333333333333,34.4,37,35.1666666666667,35.4333333333333,35.6,38.7333333333333,39.1666666666667,39.5333333333333,39.6666666666667,39.7666666666667,40.1,40,40.7666666666667,41.1333333333333,41.6,42.1333333333333,42.5,33.3333333333333,26.2,24.9,23.8333333333333,21.5,23.0666666666667,22.5333333333333,22.8,23,22.8666666666667,22.1333333333333,22.4,21.9,22.3333333333333,26.9,22.6333333333333,22.5666666666667,22.9666666666667,22.9,23.1,23.5666666666667,24.2666666666667,28.1,31.4,38,33,33.2666666666667,33.4666666666667,33.7,33.8333333333333,34.1333333333333,34.4,34.7,35.1666666666667,42.8,35.6
